ID,author,author_id,year,title,booktitle/journal+editor+publisher,pages,type,note_lang,note_theme,pdf_link,url,DOI,ISBN/eISBN,annotator,,,,,
116,"Тестелец, Яков Георгиевич",testelets-y,2021,Ролевые языки Северного Кавказа: идея А.Е. Кибрика через 40 лет,Рема. Rhema. 2021. № 2,65–83,Статья,кавказские,"морфосинтаксис, экстралингвистическое",https://cyberleninka.ru/article/n/rolevye-yazyki-severnogo-kavkaza-ideya-a-e-kibrika-cherez-40-let/viewer,http://doi.org/10.31862/2500-2953-2021-2-65-83,10.31862/2500-2953-2021-2-65-83,,Ирина Кочеткова,,,,,
117,"Тестелец, Яков Георгиевич",testelets-y,2020,Ролевые языки Северного Кавказа: идея А.Е. Кибрика через 40 лет,"Звегинцевские чтения – 2020. К 60-летию кафедры и отделения теоретической и прикладной лингвистики и 110-летию со дня рождения В.А. Звегинцева. Материалы конференции (Москва, МГУ им. М.В. Ломоносова, 30–31 октября 2020 г.). М.: Изд-во МГУ. 2020",113–115,Тезисы,кавказские,"морфосинтаксис, экстралингвистическое",https://drive.google.com/file/d/1L4FZJpxEftz6eSoIebZW3KplNrKNUSHA/view,https://istina.cemi-ras.ru/collections/330989279/,to_find,,Ирина Кочеткова,,,,,
118,"Тестелец, Яков Георгиевич",testelets-y,2014,Структура именных конструкций и проблема чередования падежей в адыгских языках.,Плунгян В.А. и др. (ред.). Язык. Константы. Переменные. Памяти Александра Евгеньевича Кибрика. СПб.: Алетейя. 2014,536–551,Статья,"адыгейский, кабардинский",морфосинтаксис,to_find,https://www.elibrary.ru/item.asp?id=21464875&pff=1,to_find,,Ирина Кочеткова,,,,,
119,"Тестелец, Яков Георгиевич",testelets-y,2007,Экспедиция в Адыгею,"Бак Д.П.(ред.), Полевые исследования студентов РГГУ. Этнология. Фольклористика. Лингвистика. Религиоведение. Вып. II. М.: РГГУ. 2007",275–276,Статья,адыгейский,экстралингвистическое,to_find,https://www.elibrary.ru/item.asp?id=20800776&pff=1,to_find,,Ирина Кочеткова,,,,,
120,"Тестелец, Яков Георгиевич",testelets-y,2004,О трех моделях морфологической структуры,Ин-т лингвистических исследований РАН. Первая Конференция по типологии и грамматики для молодых исследователей. Тезисы докладов СПб. 24–25 сентября 2004,115–122,Тезисы,,морфосинтаксис,to_find,to_find,to_find,,Ирина Кочеткова,,,,,
121,"Testelets, Yakov and Arkadiev, Peter","testelets-y, arkadiev-p",2019,Differential nominal marking in Circassian,Studies in Language 43-3 (2019),715–751,Статья,адыгейский,морфосинтаксис,https://www.academia.edu/39228078/DIFFERENTIAL_NOMINAL_MARKING_IN_CIRCASSIAN,https://doi.org/10.1075/sl.18063.ark,10.1075/sl.18063.ark,,Ирина Кочеткова,,,,,
122,"Arkadiev, Peter",arkadiev-p,2020,"Actionality, aspect, tense and counterfactuality in Kuban Kabardian",Studia Orientalia Electronica 8-3 (2020),5–21,Статья,кабардинский,морфосинтаксис,https://www.researchgate.net/publication/344330616_Actionality_Aspect_Tense_and_Counterfactuality_in_Kuban_Kabardian,http://dx.doi.org/10.23993/store.69767,10.23993/store.69767,,Ирина Кочеткова,,,,,
123,"Arkadiev, Peter",arkadiev-p,2020,Non-canonical inverse in Circassian languages,Sprachtypologie und Universalienforschung 73-1 (2020),81–111,Статья,"кабардинский, адыгейский, убыхский, абхазский, абазинский",морфосинтаксис,https://www.academia.edu/37779136/NON_CANONICAL_INVERSE_IN_CIRCASSIAN_LANGUAGES,https://doi.org/10.1515/stuf-2019-0028,10.1515/stuf-2019-0028,,Ирина Кочеткова,,,,,
124,"Arkadiev, Peter",arkadiev-p,2020,Syntax in morphological guise: Interrogative verbal morphology in Abaza,Linguistic Typology 24-2 (2020),211–251,Статья,абазинский,морфосинтаксис,https://www.researchgate.net/publication/343918122_Syntax_in_morphological_guise_Interrogative_verbal_morphology_in_Abaza,https://doi.org/10.1515/lingty-2020-5004,10.1515/lingty-2020-5004,,Ирина Кочеткова,,,,,
125,"Arkadiev, Peter",arkadiev-p,2021,Borrowing non-canonical inverse between Kabardian and Abaza,"Word Structure 14-2 (2021), special issue “Morphology in Contact”, ed. by Francesco Gardani & Franz Rainer",148–173,Статья,"абазинский, кабардинский",морфосинтаксис,https://www.researchgate.net/publication/344330622_Borrowing_non-canonical_inverse_between_Kabardian_and_Abaza,https://doi.org/10.3366/word.2021.0185,10.3366/word.2021.0185,,Ирина Кочеткова,,,,,
126,"Arkadiev, Peter",arkadiev-p,2022,Morphology of the Caucasian languages: a typological overview,Jezikoslovni Zapiski 28-1 (2022),7–38,Статья,кавказские,морфосинтаксис,https://ojs.zrc-sazu.si/jz/article/view/11118/10321,https://doi.org/10.3986/JZ.28.1.01,10.3986/JZ.28.1.01,,Ирина Кочеткова,,,,,
127,"Аркадьев, Петр Михайлович",arkadiev-p,2014,Система форм плюсквамперфекта в шапсугском диалекте адыгейского языка,Вопросы языкознания. 2014. № 4,46–65,Статья,адыгейский,морфосинтаксис,https://inslav.ru/images/stories/people/arkadiev/Arkadiev2014ShapsugPluperfectVJa.pdf,https://www.academia.edu/2000659/Система_форм_плюсквамперфекта_в_шапсугском_диалекте_адыгейского_языка,to_find,,Ирина Кочеткова,,,,,
128,"Рыжова, Дарья Александровна and Кюсева, Мария Викторовна and Аркадьев, Петр Михайлович","ryzhova-d, kyuseva-m, arkadiev-p",2016,Грамматическая полисемия сквозь призму лексики: инструменталис в бесленеевском диалекте кабардино-черкесского языка,Acta Linguistica Petropolitana 12-1 (2016),665–678,Статья,кабардинский,"морфосинтаксис, семантика",https://www.academia.edu/28283471/Грамматическая_полисемия_сквозь_призму_лексики_инструменталис_в_бесленеевском_диалекте_кабардино_черкесского_языка,https://www.academia.edu/28283471/Грамматическая_полисемия_сквозь_призму_лексики_инструменталис_в_бесленеевском_диалекте_кабардино_черкесского_языка,to_find,,Ирина Кочеткова,,,,,
129,"Аркадьев, Петр Михайлович",arkadiev-p,2017,Морфосинтаксис фокусной связки в бесленеевском диалекте кабардиночеркесского языка,"Вестник РГГУ. Серия «История. Филология. Культурология. Востоковедение / Российский гос. гуманитарный ун-т. - Москва : Издательский центр Российского гос. гуманитарного ун-та. 2017, № 11(32)",9–23,Статья,кабардинский,морфосинтаксис,https://inslav.ru/sites/default/files/arkadiev2017_besleneycopula.pdf,https://www.academia.edu/35314815/Морфосинтаксис_фокусной_связки_в_бесленеевском_диалекте_кабардино_черкесского_языка,to_find,,Ирина Кочеткова,,,,,
130,"Аркадьев, Петр Михайлович",arkadiev-p,2018,"Взаимодействие акциональности, аспекта и времени в условных конструкциях кубанского диалекта кабардино-черкесского языка"," Acta Linguistica Petropolitana, 14-2 (2018)",9–36,Статья,кабардинский,грамматическая семантика,https://inslav.ru/sites/default/files/arkadiev2018_kubancounterfactualsalp.pdf,https://www.academia.edu/30737954/Взаимодействие_акциональности_аспекта_и_времени_в_условных_конструкциях_кубанского_диалекта_кабардино_черкесского_языка,to_find,,Ирина Кочеткова,,,,,
131,"Аркадьев, Петр Михайлович",arkadiev-p,2018,От результатива к пассиву: данные западнокавказских языков,"Типология морфосинтаксических параметров, 2018, № 1",31–50,Статья,"кабардинский, адыгейский, убыхский, абхазский, абазинский","морфосинтаксис, семантика",https://inslav.ru/sites/default/files/arkadiev2019_nwcresultativetmp.pdf,https://www.academia.edu/38273990/От_результатива_к_пассиву_данные_западнокавказских_языков,to_find,,Ирина Кочеткова,,,,,
132,"Аркадьев, Петр Михайлович and Дурнева, Софья Павловна","arkadiev-p, durneva-s",2019,Стратегии рефлексивизации в абазинском языке,"Типология морфосинтаксических параметров, 2019, № 1",28–48,Статья,абазинский,морфосинтаксис,https://www.academia.edu/40928525/Стратегии_рефлексивизации_в_абазинском_языке_Reflexivization_strategies_in_Abaza,https://www.academia.edu/40928525/Стратегии_рефлексивизации_в_абазинском_языке_Reflexivization_strategies_in_Abaza,to_find,,Ирина Кочеткова,,,,,
133,"Аркадьев, Петр Михайлович",arkadiev-p,2023,Финитность в морфологии и синтаксисе: свидетельства абазинского языка,"Вопросы языкознания.  2023, № 1",103–131,Статья,абазинский,морфосинтаксис,https://vja.ruslang.ru/archive/2023-1/103-131,https://www.doi.org/10.31857/0373-658X.2023.1.103-131,10.31857/0373-658X.2023.1.103-131,,Ирина Кочеткова,,,,,
134,"Arkadiev, Peter",arkadiev-p,2009,Lexical and compositional factors in the aspectual system of Adyghe,"Lotte Hogeweg, Helen de Hoop & Andrej Malchukov (eds.), Cross-Linguistic Semantics of Tense, Aspect and Modality. (Linguistik Aktuell 148) Amsterdam, Philadelphia: John Benjamins, 2009",55–82,Статья,адыгейский,"лексика, морфосинтаксис",https://www.academia.edu/1419669/Lexical_and_compositional_factors_in_the_aspectual_system_of_Adyghe,https://doi.org/10.1075/la.148.04ark,10.1075/la.148.04ark,,Ирина Кочеткова,,,,,
135,"Arkadiev, Peter and Maisak, Timur ","arkadiev-p, maisak-t",2018,Grammaticalization in the North Caucasian languages,"Heiko Narrog & Bernd Heine (eds.), Grammaticalization from a Typological Perspective. (Oxford Studies in Diachronic and Historical Linguistics) Oxford: Oxford University Press, 2018",116–145,Статья,"кабардинский, адыгейский, убыхский, абхазский, абазинский","грамматическая семантика, морфосинтаксис",https://inslav.ru/sites/default/files/arkadievmaisak2018gramncauc_prepub.pdf,https://elibrary.ru/item.asp?id=36861804,to_find,,Ирина Кочеткова,,,,,
136,"Durneva, Sonia  and Arkadiev, Peter","durneva-s , arkadiev-p",2023,Reflexive constructions in Abaza,"Katarzyna Janic, Nicoletta Puddu & Martin Haspelmath (eds.), Reflexive Constructions in the World's Languages. Berlin: Language Science Press, 2023",233–257,Статья,абазинский,морфосинтаксис,https://zenodo.org/records/7874946,http://dx.doi.org/10.5281/zenodo.7874946,10.5281/zenodo.7874946,,Ирина Кочеткова,,,,,
137,"Arkadiev, Peter",arkadiev-p,2023,Unmarked resultatives in Abaza and passive lability,"Nina Sumbatova, Ivan Kapitonov, Maria Khachaturyan, Sofia Oskolskaya & Samira Verhees (eds.), Songs and Trees: Papers in Memory of Sasha Vydrina. St. Petersburg: Institute of Linguistic Studies of the Russian Academy of Sciences, 2023",485–505,Статья,абазинский,морфосинтаксис,https://drive.google.com/uc?export=download&id=1qDVgcaycIVLSec7AWtGma9Vw-mAP9r75,https://sashavydrina.tilda.ws/inmemoriam,to_find,,Ирина Кочеткова,,,,,
138,"Panova, Anastasia and Arkadiev, Peter","panova-a, arkadiev-p",2024,Independent pronouns in languages with pronominal affixes: Evidence from Abaza,"Nikolay Korotaev & Nina Sumbatova (eds.), Состав науки: Сборник статей к юбилею Веры Исааковны Подлесской [Corpus scientiae: Papers in honor of Vera I. Podlesskaya]. Moscow: Buki Vedi, 2024",30–58,Статья,абазинский,морфосинтаксис,https://www.academia.edu/112437050/Independent_pronouns_in_languages_with_pronominal_affixes_Evidence_from_Abaza,https://www.academia.edu/112437050/Independent_pronouns_in_languages_with_pronominal_affixes_Evidence_from_Abaza,to_find,,Ирина Кочеткова,,,,,
139,"Аркадьев, Петр Михайлович",arkadiev-p,2007,Предикаты и обстоятельства длительности в адыгейском языке: взаимодействие лексической и синтаксической семантики,"Структуры и интерпретации : работы молодых исследователей по теоретической и прикладной лингвистике : [сборник] / науч. ред. Ф. И. Дудчук, Н. В. Ивлиева, А. В. Подобряев. - Москва : Изд-во Московского ун-та, 2007",172–194,Статья,адыгейский,"лексика, морфосинтаксис, семантика",https://www.academia.edu/2000645/Предикаты_и_обстоятельства_длительности_в_адыгейском_языке_взаимодействие_лексической_и_синтаксической_семантики,https://www.academia.edu/2000645/Предикаты_и_обстоятельства_длительности_в_адыгейском_языке_взаимодействие_лексической_и_синтаксической_семантики,to_find,,Ирина Кочеткова,,,,,
140,"Аркадьев, Петр Михайлович",arkadiev-p,2008,Таксономические категории глагола и темпоральные наречия: свидетельства адыгейского языка,"Динамические модели : слово, предложение, текст : сборник статей в честь Е. В. Падучевой / [редкол. : А. В. Бондарко, Г. И. Кустова, Р. И. Розина]. - Москва : Яз. славянских культур, 2008",59–70,Статья,адыгейский,морфосинтаксис,https://lexicograph.ruslang.ru/TextPdf1/Kniga_2008.pdf,https://www.elibrary.ru/item.asp?id=23542306,to_find,,Ирина Кочеткова,,,,,
141,"Тестелец, Яков Георгиевич and Аркадьев, Петр Михайлович","testelets-y, arkadiev-p",2009,О трёх чередованиях в адыгейском языке,"Аспекты полисинтетизма: очерки по грамматике адыгейского языка : [сборник] / Российский гос. гуманитарный ун-т ; [редкол.: Я. Г. Тестелец (отв. ред.) и др.]. - Москва : Российский гос. гуманитарный ун-т, 2009",121–145,Статья,адыгейский,"морфосинтаксис, фонетика/фонология",https://www.academia.edu/2000477/О_трёх_чередованиях_в_адыгейском_языке_On_three_morphophonemic_alternations_in_Adyghe_,https://www.academia.edu/2000477/О_трёх_чередованиях_в_адыгейском_языке_On_three_morphophonemic_alternations_in_Adyghe_,to_find,,Ирина Кочеткова,,,,,
142,"Аркадьев, Петр Михайлович",arkadiev-p,2009,Глагольная акциональность,"Аспекты полисинтетизма: очерки по грамматике адыгейского языка : [сборник] / Российский гос. гуманитарный ун-т ; [редкол.: Я. Г. Тестелец (отв. ред.) и др.]. - Москва : Российский гос. гуманитарный ун-т, 2009",201–261,Статья,адыгейский,"грамматическая семантика, морфология",https://inslav.ru/images/stories/people/arkadiev/Arkadiev_Glagolnaja_akcionalnost.pdf,https://www.academia.edu/2000488/Глагольная_акциональность_Verbal_Actionality_,to_find,,Ирина Кочеткова,,,,,
143,"Аркадьев, Петр Михайлович",arkadiev-p,2014,О некоторых особенностях склонения в адыгских языках,"Язык. Константы. Переменные: памяти Александра Евгеньевича Кибрика / [редкол.: В. А. Плунгян (гл. ред.) и др.]. - Санкт-Петербург : Алетейя, 2014",552–563,Статья,"адыгейский, кабардинский",морфосинтаксис,https://inslav.ru/images/stories/people/arkadiev/Arkadiev2014_Adyghe_caseparadigm_AEK.pdff,https://www.elibrary.ru/item.asp?id=21464861&pff=1,to_find,,Ирина Кочеткова,,,,,
144,"Аркадьев, Петр Михайлович",arkadiev-p,2022,К описанию условных конструкций в абазинском языке,"Opuscula linguistica Magistro sapientissimo dedicata. Сборник статей к 90- летию Виктора Самуиловича Храковского/ ред. Герасимов и др. — СПб: Институт Языкознания РАН, 2022",6–15,Статья,абазинский,морфосинтаксис,https://iling.spb.ru/publications/1328,https://doi.org/10.30842/9785604799888,10.30842/9785604799888,,Ирина Кочеткова,,,,,
145,"Аркадьев, Петр Михайлович",arkadiev-p,2023,К вопросу об инкорпорации в абазинском языке,"Язык как он есть: Сборник статей к 60-летию Андрея Александровича Кибрика / Ред.-сост. Т.И. Давидюк, И.И. Исаев, Ю.В. Мазурова, С.Г. Татевосов, О.В. Федорова. — М.: Буки Веди, 2023",149–154,Статья,абазинский,морфосинтаксис,https://iling-ran.ru/web/sites/default/files/books/2023/aak60/aak60_22.pdf,https://iling-ran.ru/web/sites/default/files/books/2023/aak60/aak60_22.pdf,to_find,,Ирина Кочеткова,,,,,
146,"Аркадьев, Петр Михайлович",arkadiev-p,2023,Части тела в грамматике западнокавказских языков,"Грани Естественного Языка и Кинесики : Сборник статей к 75‑летию Григория Ефимовича Крейдлина / Ред. Переверзева С. И., Иткин И. Б., Л. А. Хесед — М.: Дискурс, 2023",43–51,Статья,"кабардинский, адыгейский, убыхский, абхазский, абазинский","лексика, семантика",to_find,to_find,to_find,,Ирина Кочеткова,,,,,
147,"Arkadiev, Peter",arkadiev-p,2017,When perfective and imperfective mean the same: Pluperfect and “retrospective shift” in Circassian languages,"Gilles Authier, Hélène Gérardin, Magomed Magomedov & Timur Maisak (eds.), Historical Linguistics of the Caucasus. Book of abstracts. Paris, 12–14 April 2017. Makhachkala: G. Tsadasa Institute for Lan- guage, Literature and Art of the Daghestan Scientific Center of the Russian Academy of Sciences, 2017",18–23,Тезисы,кавказские,"грамматическая семантика, морфосинтаксис, семантика",https://inslav.ru/sites/default/files/arkadiev2017_circplupparis.pdf,https://www.researchgate.net/publication/344321428_When_perfective_and_imperfective_mean_the_same_Pluperfect_and_retrospec-tive_shift_in_Circassian_languages,to_find,,Ирина Кочеткова,,,,,
148,"Caponigro, Ivano  and Arkadiev, Peter","caponigro-i , arkadiev-p",2021,Conveying content questions without whwords: evidence from Abaza,"Patrick Grosz, Luisa Martí, Hazel Pearson, Yasutada Sudo & Sarah Zobel (eds.), Proceedings of Sinn und Bedeutung 25, 2021",73–94,Статья,абазинский,морфосинтаксис,https://www.academia.edu/44094262/Conveying_content_questions_without_wh_words_Evidence_from_Abaza,https://doi.org/10.18148/SUB/2021.V25I0.925,10.18148/SUB/2021.V25I0.925,,Ирина Кочеткова,,,,,
149,"Arkadiev, Peter",arkadiev-p,2022,Polysynthesis: Lessons from Northwest Caucasian languages,"Jenny Audring, Katerina T. Frantzi, Nikos Koutsoukos, Giorgos Markopoulos & Kalomira Nikolou (eds.), Comparing Typologies. Online Proceedings of the 13th Mediterranean Morphology Meeting (MMM13), Rhodes (Greece), May 19–22, 2022. Patras: University of Patras, 2023",1–25,Статья,"кабардинский, адыгейский, убыхский, абхазский, абазинский",морфосинтаксис,https://peterarkadiev.github.io/publications/Arkadiev2023_polysynthesis_MMM_pub.pdf,https://www.academia.edu/89547662/Polysynthesis_lessons_from_Northwest_Caucasian_languages,to_find,,Ирина Кочеткова,,,,,
150,"Аркадьев, Петр Михайлович",arkadiev-p,2014,Адыгейская лингвистическая экспедиция: десятилетняя ретроспектива и дальнейшее развитие,"Полевые исследования студентов РГГУ : этнология, фольклористика, лингвистика : [сборник] / Федеральное агентство по образованию, Российский гос. гуманитарный ун-т, Учеб. упр., Отд. произв. практики ; [отв. ред. Д. П. Бак]. - Москва : Российский гос. гуманитарный ун-т. Вып. 9 / [отв. ред. Е. И. Пивовар]. - 2014",152–161,Статья,адыгейский,экстралингвистическое,https://inslav.ru/images/stories/people/arkadiev/Arkadiev_2015_AdygExped10Let.pdf,https://www.elibrary.ru/item.asp?id=23890465&pff=1,to_find,,Ирина Кочеткова,,,,,
151,"Аркадьев, Петр Михайлович",arkadiev-p,2017,Дейктические превербы адыгских языков и типология инверсива,"Типология морфосинтаксических параметров. Вып. 4. Материалы международной конференции «Типология морфосинтаксических параметров 2017». / Под ред. Е.А. Лютиковой и А.В. Циммерлинга. М.: Гос. ИРЯ им. А. С. Пушкина, 2017",105–119,Статья,"кабардинский, адыгейский, убыхский, абхазский, абазинский","грамматическая семантика, морфосинтаксис",https://inslav.ru/sites/default/files/arkadiev2017_circinversetmp_pub.pdf,https://elibrary.ru/item.asp?id=34947954,to_find,,Ирина Кочеткова,,,,,
152,"Аркадьев, Петр Михайлович",arkadiev-p,2018,Частные вопросы без вопросительных слов: интеррогативные глагольные формы в абазинском языке,"Малые языки в большой лингвистике. Сборник трудов конференции 2017 М: Буки-Веди, 2018",9–15,Статья,абазинский,морфосинтаксис,https://inslav.ru/sites/default/files/arkadiev2018_abazawh_inslav.pdf,https://elibrary.ru/item.asp?id=36999592,to_find,,Ирина Кочеткова,,,,,
153,"Клягина, Евгения Сергеевна and Аркадьев, Петр Михайлович","klyagina-e, arkadiev-p",2019,Категория сверхпрошлого в западнокавказских языках,"Кавказская филология: история и перспективы. К 90-летию Мухадина Абубекировича Кумахова: сборник научных статей/ Ред. Бижоев. Нальчик, 2019",180-191,Статья,"кабардинский, адыгейский, абхазский, абазинский","морфосинтаксис, семантика",https://publications.hse.ru/pubs/share/direct/401860105.pdf,https://publications.hse.ru/chapters/401860122,to_find,,Ирина Кочеткова,,,,,
154,"Клягина, Евгения Сергеевна and Аркадьев, Петр Михайлович","klyagina-e, arkadiev-p",2022,К описанию распределения двух перфективных форм в абазинских нарративах,"Малые языки в большой лингвистике : [сборник статей] / Московский государственный университет имени М. В. Ломоносова, Филологический факультет, Междисциплинарная научно-образовательная школа ""Сохранение мирового культурно-исторического наследия"", Кафедра теоретической и прикладной лингвистики. - Москва. Вып. 4 : [2023] / редактор И. А. Хомченкова. - 2022",7-26,Статья,абазинский,"грамматическая семантика, морфосинтаксис",https://www.academia.edu/99637620/К_описанию_распределения_двух_перфективных_форм_в_абазинских_нарративах,https://www.academia.edu/99637620/К_описанию_распределения_двух_перфективных_форм_в_абазинских_нарративах,to_find,,Ирина Кочеткова,,,,,
155,"Arkadiev, Peter",arkadiev-p,2021,Bivalent patterns in Abaza,"Sergey Say (ed.), BivalTyp: Typological database of bivalent verbs and their encoding frames. St. Petersburg: Institute for Linguistic Studies, RAS. (Data first published on January 08, 2021; last revised on January 08, 2021.)",,Статья,абазинский,морфосинтаксис,https://www.bivaltyp.info/languages/descriptions/Abaza.html,https://www.bivaltyp.info/languages/descriptions/Abaza.html,to_find,,Ирина Кочеткова,,,,,
156,"Аркадьев, Петр Михайлович",arkadiev-p,2015,Ареальная типология префиксального перфектива (на материале языков Европы и Кавказа) ,"М.: Языки славянской культуры, 2015",,Книга,кавказские,"морфосинтаксис, семантика, типология",https://inslav.ru/images/stories/pdf/2015_Arkadiev.pdf,https://www.academia.edu/6934077/АРЕАЛЬНАЯ_ТИПОЛОГИЯ_ПРЕФИКСАЛЬНОГО_ПЕРФЕКТИВА,to_find,,Ирина Кочеткова,,,,,
157,"Arkadiev, Peter and Letuchiy, Alexander","arkadiev-p, letuchiy-a",2021,Indirect antipassive in Circassian,"Antipassive: Typology, diachrony, and related constructions. / Ed. by K. Blaszczyk, A. Witzlack-Makarevich. Philadelphia, Amsterdam: John Benjamins Publishing Company, 2021. doi Ch. 15.",483–514,Статья,адыгейский,"грамматическая семантика, морфосинтаксис",https://www.academia.edu/33715762/Indirect_antipassive_in_Circassian,https://doi.org/10.1075/tsl.130.15ark,10.1075/tsl.130.15ark,,,,,,,
158,"Аркадьев, Петр Михайлович and Ландер, Юрий Александрович and Летучий, Александр Борисович and Мороз, Георгий Алексеевич and Тестелец, Яков Георгиевич","arkadiev-p, lander-y, letuchiy-a, moroz-g, testelets-y",2018,Типологически ориентированное описание абазинского языка: проспект исследований,Вестник Карачаево-Черкесского государственного университета. 2018. № 44.,95–100,Статья,абазинский,"грамматическая семантика, морфосинтаксис, семантика",https://publications.hse.ru/pubs/share/direct/227557910.pdf,https://publications.hse.ru/view/227557965,to_find,,,,,,,
159,"Letuchiy, Alexander",letuchiy-a,2016,Agreement with complement clauses in Adyghe,RHEMA. 2016. No. 4.,83–104,Статья,адыгейский,морфосинтаксис,https://cyberleninka.ru/article/n/agreement-with-complement-clauses-in-adyghe,https://publications.hse.ru/articles/201650692,to_find,,,,,,,
160,"Letuchiy, Alexander",letuchiy-a,2013,Verb classes in Adyghe: Derivational vs. nonderivational criteria,Linguistics. 2013. Vol. 51. No. 4.,729–766,Статья,адыгейский,"грамматическая семантика, морфосинтаксис",https://www.researchgate.net/profile/Alexander-Letuchiy/publication/271390018_Verb_classes_in_Adyghe_Derivational_vs_nonderivational_criteria/links/56b1ebc308aed7ba3feda47d/Verb-classes-in-Adyghe-Derivational-vs-nonderivational-criteria.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail,https://doi.org/10.1515/ling-2013-0029,10.1515/ling-2013-0029,,,,,,,
161,"Letuchiy, Alexander",letuchiy-a,2012,Ergativity in the Adyghe system of valency-changing derivations,"Ergativity, valency and voice. / Ed. by G. Authier, K. Haude. Issue 48 Berlin, Boston: De Gruyter Mouton, 2012.",323–354,Статья,адыгейский,"морфосинтаксис, семантика",https://publications.hse.ru/pubs/share/folder/flmvt49cv6/64894570.pdf,https://publications.hse.ru/chapters/64894581,to_find,,,,,,,
162,"Letuchiy, Alexander and Arkadiev, Peter","letuchiy-a, arkadiev-p",2011,Prefixes and suffixes in the Adyghe polysynthetic wordform: types of interaction,"Languages and cultures in the Caucasus. / Ed. by В. С. Томеллери, М. Топадзе, А. Лукьянович. Issue 16 Berlin, Muenchen: Verlag Otto Sagner, 2011.",495–514,Статья,адыгейский,морфосинтаксис,https://inslav.ru/images/stories/people/arkadiev/ArkadievLetuchij_2011_AdyghePrefSuff.pdf,https://publications.hse.ru/chapters/66770123,to_find,,,,,,,
163,"Аркадьев, Петр Михайлович and Ландер, Юрий Александрович and Летучий, Александр Борисович and Сумбатова, Нина Романовна and Тестелец, Яков Георгиевич","arkadiev-p, lander-y, letuchiy-a, sumbatova-n, testelets-y",2009,Введение. Основные сведения об адыгейском языке,"Аспекты полисинтетизма: Очерки по грамматике адыгейского языка. / Отв. ред.: Я. Г. Тестелец. М.: РГГУ, 2009.",17–120,Статья,адыгейский,"лексика, морфосинтаксис, семантика, фонетика/фонология, экстралингвистическое",https://publications.hse.ru/mirror/pubs/share/folder/57s65ptdba/direct/117936247,https://publications.hse.ru/chapters/73408543,to_find,,,,,,,
164,"Ershova, Ksenia",ershova-k,2020,Two paths to polysynthesis: The view from West Circassian nominalizations,"Natural Language & Linguistic Theory 38(2), 2020",425-475,Статья,адыгейский,морфосинтаксис,https://www.researchgate.net/profile/Ksenia-Ershova-2/publication/333032826_Two_Paths_to_Polysynthesis_Evidence_from_West_Circassian_Nominalizations/links/5cd7bdf4a6fdccc9dda373ef/Two-Paths-to-Polysynthesis-Evidence-from-West-Circassian-Nominalizations.pdf?_sg%5B0%5D=started_experiment_milestone&_sg%5B1%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D,https://elibrary.ru/item.asp?id=42043510,to_find,,Ирина Кочеткова,,,,,
165,"Klyagina, Evgenia",klyagina-e,2023,Discontinuous past interpretation in Abaza,"Studies in Language. International Journal sponsored by the Foundation “Foundations of Language”, Volume 49, Issue 1, Jan 2025, p. 119 - 157",119-157,Статья,абазинский,"морфосинтаксис, семантика",https://www.academia.edu/121327723/Discontinuous_past_interpretation_in_Abaza,https://doi.org/10.1075/sl.23026.kly,10.1075/sl.23026.kly,,,,,,,
166,"Аркадьев, Петр Михайлович",arkadiev-p,2007,Еще раз о показателях «сверхпрошлого» в адыгейском языке,"4ая Конференция по типологии и грамматике для молодых исследователей Санкт-Петербург, 1–3 ноября 2007 г.",,Статья,адыгейский,"грамматическая семантика, морфосинтаксис",https://inslav.ru/images/stories/people/arkadiev/ArkadievOrlitskaya_pluperfecthand.pdf,https://www.elibrary.ru/item.asp?id=22904200&pff=1,to_find,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
